"","player_id","team_id","season","player_name","first_name","last_name","primary_hand","dob","height","position","home_town","league","age","player_headshot","regular_season","team"
"1",49,1,2023,"Lexie Adzija","Lexie","Adzija","L","2000-06-30",NA,"F","St. Thomas, ON","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/49.jpg",TRUE,"Boston"
"2",18,1,2023,"Sophie Shirley","Sophie","Shirley","R","1999-06-30",NA,"F","Saskatoon, SK","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/18.jpg",TRUE,"Boston"
"3",15,1,2023,"Alina Müller","Alina","Müller","L","1998-03-12",NA,"F","Winterthur, Switzerland","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/15.jpg",TRUE,"Boston"
"4",111,1,2023,"Taylor Wenczkowski","Taylor","Wenczkowski","R","1997-09-25",NA,"F","","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/111.jpg",TRUE,"Boston"
"5",176,1,2023,"Caitrin Lonergan","Caitrin","Lonergan","R","1997-09-10",NA,"F","","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/176.jpg",TRUE,"Boston"
"6",110,1,2023,"Amanda Pelkey","Amanda","Pelkey","R","1993-05-29",NA,"F","Montpelier, VT","pwhl",30,"https://assets.leaguestat.com/pwhl/240x240/110.jpg",TRUE,"Boston"
"7",9,1,2023,"Taylor Girard","Taylor","Girard","L","1998-07-17",NA,"F","Macomb, MI","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/9.jpg",TRUE,"Boston"
"8",109,1,2023,"Gigi Marvin","Gigi","Marvin","R","1987-03-07",NA,"F","Warroad, MN","pwhl",36,"https://assets.leaguestat.com/pwhl/240x240/109.jpg",TRUE,"Boston"
"9",1,1,2023,"Hannah Brandt","Hannah","Brandt","R","1993-11-27",NA,"F","Vadnais Heights, MN","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/1.jpg",TRUE,"Boston"
"10",13,1,2023,"Hilary Knight","Hilary","Knight","R","1989-07-12",NA,"F","Sun Valley, ID","pwhl",33,"https://assets.leaguestat.com/pwhl/240x240/13.jpg",TRUE,"Boston"
"11",8,1,2023,"Loren Gabel","Loren","Gabel","L","1997-07-24",NA,"F","Kitchener, ON","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/8.jpg",TRUE,"Boston"
"12",17,1,2023,"Theresa Schafzahl","Theresa","Schafzahl","L","2000-04-12",NA,"F","Weiz, Austria","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/17.jpg",TRUE,"Boston"
"13",16,1,2023,"Jamie Lee Rattray","Jamie","Lee","L","1992-09-30",NA,"F","Kanata, ON","pwhl",30,"https://assets.leaguestat.com/pwhl/240x240/16.jpg",TRUE,"Boston"
"14",175,1,2023,"Kelly Babstock","Kelly","Babstock","R","1992-08-04",NA,"F","","pwhl",30,"https://assets.leaguestat.com/pwhl/240x240/175.jpg",TRUE,"Boston"
"15",14,1,2023,"Nicole Kosta","Nicole","Kosta","R","1993-02-27",NA,"F","Mississauga, ON","pwhl",30,"https://assets.leaguestat.com/pwhl/240x240/14.jpg",TRUE,"Boston"
"16",78,1,2023,"Susanna Tapani","Susanna","Tapani","L","1993-03-02",NA,"F","Turku, Finland","pwhl",30,"https://assets.leaguestat.com/pwhl/240x240/78.jpg",TRUE,"Boston"
"17",2,1,2023,"Emily Brown","Emily","Brown","L","1998-12-30",NA,"D","Blaine, MN","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/2.jpg",TRUE,"Boston"
"18",12,1,2023,"Megan Keller","Megan","Keller","L","1996-05-01",NA,"D","Farmington, MI","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/12.jpg",TRUE,"Boston"
"19",167,1,2023,"Sidney Morin","Sidney","Morin","R","1995-06-06",NA,"D","Minnetonka, MN","pwhl",28,"https://assets.leaguestat.com/pwhl/240x240/167.jpg",TRUE,"Boston"
"20",7,1,2023,"Kaleigh Fratkin","Kaleigh","Fratkin","R","1992-03-24",NA,"D","Burnaby, BC","pwhl",31,"https://assets.leaguestat.com/pwhl/240x240/7.jpg",TRUE,"Boston"
"21",117,1,2023,"Abby Cook","Abby","Cook","R","1998-05-12",NA,"D","Kelowna, BC","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/117.jpg",TRUE,"Boston"
"22",5,1,2023,"Jessica Digirolamo","Jessica","Digirolamo","L","1999-02-13",NA,"D","Mississauga, ON","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/5.jpg",TRUE,"Boston"
"23",10,1,2023,"Jess Healey","Jess","Healey","L","1996-10-14",NA,"D","Edmonton, AB","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/10.jpg",TRUE,"Boston"
"24",19,1,2023,"Emma Söderberg","Emma","Söderberg","L","1998-02-18",NA,"G","Örksköldsvik, Sweden","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/19.jpg",TRUE,"Boston"
"25",6,1,2023,"Aerin Frankel","Aerin","Frankel","L","1999-05-24",NA,"G","Chappaqua, NY","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/6.jpg",TRUE,"Boston"
"26",113,1,2023,"Cami Kronish","Cami","Kronish","L","2000-02-24",NA,"G","","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/113.jpg",TRUE,"Boston"
"27",102,2,2023,"Claire Butorac","Claire","Butorac","R","1999-09-24",NA,"F","Andover, MN","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/102.jpg",TRUE,"Minnesota"
"28",92,2,2023,"Sydney Brodt","Sydney","Brodt","R","1998-05-03",NA,"F","North Oaks, MN","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/92.jpg",TRUE,"Minnesota"
"29",103,2,2023,"Sophia Kunin","Sophia","Kunin","R","1997-04-03",NA,"F","Wayzata, MN","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/103.jpg",TRUE,"Minnesota"
"30",23,2,2023,"Kelly Pannek","Kelly","Pannek","R","1995-12-29",NA,"F","Plymouth, MN","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/23.jpg",TRUE,"Minnesota"
"31",25,2,2023,"Grace Zumwinkle","Grace","Zumwinkle","R","1999-04-23",NA,"F","Excelsior, MN","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/25.jpg",TRUE,"Minnesota"
"32",116,2,2023,"Clair DeGeorge","Clair","DeGeorge","L","1999-06-07",NA,"F","Anchorage, AK","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/116.jpg",TRUE,"Minnesota"
"33",91,2,2023,"Brooke Bryant","Brooke","Bryant","R","2000-08-22",NA,"F","Linden, CA","pwhl",22,"https://assets.leaguestat.com/pwhl/240x240/91.jpg",TRUE,"Minnesota"
"34",105,2,2023,"Brittyn Fleming","Brittyn","Fleming","L","1999-05-24",NA,"F","Oregon, Wisconsin","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/105.jpg",TRUE,"Minnesota"
"35",97,2,2023,"Liz Schepers","Liz","Schepers","L","1999-02-13",NA,"F","Mound, MN","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/97.jpg",TRUE,"Minnesota"
"36",114,2,2023,"Abby Boreen","Abby","Boreen","R","1997-11-21",NA,"F","Somerset, WI","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/114.jpg",TRUE,"Minnesota"
"37",20,2,2023,"Kendall Coyne Schofield","Kendall","Coyne","L","1992-05-25",NA,"F","Palos Heights, IL","pwhl",31,"https://assets.leaguestat.com/pwhl/240x240/20.jpg",TRUE,"Minnesota"
"38",21,2,2023,"Taylor Heise","Taylor","Heise","R","2000-03-17",NA,"F","Lake City, MN","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/21.jpg",TRUE,"Minnesota"
"39",104,2,2023,"Denisa Křížová","Denisa","Křížová","L","1994-11-03",NA,"F","Horní Cerekev, Czechia","pwhl",28,"https://assets.leaguestat.com/pwhl/240x240/104.jpg",TRUE,"Minnesota"
"40",115,2,2023,"Michela Cava","Michela","Cava","R","1994-03-26",NA,"F","Thunder Bay, ON","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/115.jpg",TRUE,"Minnesota"
"41",24,2,2023,"Lee Stecklein","Lee","Stecklein","L","1994-04-23",NA,"D","Roseville, MN","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/24.jpg",TRUE,"Minnesota"
"42",120,2,2023,"Nikki Nightengale","Nikki","Nightengale","L","1998-04-05",NA,"D","Bloomington, MN","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/120.jpg",TRUE,"Minnesota"
"43",11,2,2023,"Sophie Jaques","Sophie","Jaques","R","2000-10-16",NA,"D","Toronto, ON","pwhl",22,"https://assets.leaguestat.com/pwhl/240x240/11.jpg",TRUE,"Minnesota"
"44",79,2,2023,"Maggie Flaherty","Maggie","Flaherty","L","2000-06-02",NA,"D","Lakeville, MN","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/79.jpg",TRUE,"Minnesota"
"45",90,2,2023,"Natalie Buchbinder","Natalie","Buchbinder","R","1999-01-22",NA,"D","Fairport, NY","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/90.jpg",TRUE,"Minnesota"
"46",129,2,2023,"Mellissa Channell","Mellissa","Channell","L","1994-12-16",NA,"D","Plymouth, MI","pwhl",28,"https://assets.leaguestat.com/pwhl/240x240/129.jpg",TRUE,"Minnesota"
"47",118,2,2023,"Emma Greco","Emma","Greco","L","1995-03-06",NA,"D","Burlington, ON","pwhl",28,"https://assets.leaguestat.com/pwhl/240x240/118.jpg",TRUE,"Minnesota"
"48",119,2,2023,"Dominique Kremer","Dominique","Kremer","R","1997-06-09",NA,"D","Napoleonville, LA","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/119.jpg",TRUE,"Minnesota"
"49",122,2,2023,"Amanda Leveille","Amanda","Leveille","L","1994-06-10",NA,"G","Kingston, ON","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/122.jpg",TRUE,"Minnesota"
"50",22,2,2023,"Nicole Hensley","Nicole","Hensley","L","1994-06-23",NA,"G","Lakewood, CO","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/22.jpg",TRUE,"Minnesota"
"51",121,2,2023,"Lauren Bench","Lauren","Bench","L","1997-11-21",NA,"G","Eagan, MN","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/121.jpg",TRUE,"Minnesota"
"52",123,2,2023,"Maddie Rooney","Maddie","Rooney","L","1997-07-07",NA,"G","Andover, MN","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/123.jpg",TRUE,"Minnesota"
"53",177,3,2023,"Brooke Stacey","Brooke","Stacey","L","1996-06-26",NA,"F","","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/177.jpg",TRUE,"Montreal"
"54",32,3,2023,"Laura Stacey","Laura","Stacey","R","1994-05-05",NA,"F","Kleinburg, ON","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/32.jpg",TRUE,"Montreal"
"55",156,3,2023,"Gabrielle David","Gabrielle","David","R","1999-06-22",NA,"F","Drummondville, QC","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/156.jpg",TRUE,"Montreal"
"56",159,3,2023,"Leah Lum","Leah","Lum","L","1996-05-12",NA,"F","Richmond, BC","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/159.jpg",TRUE,"Montreal"
"57",27,3,2023,"Jillian Dempsey","Jillian","Dempsey","L","1991-01-19",NA,"F","Winthrop, MA","pwhl",32,"https://assets.leaguestat.com/pwhl/240x240/27.jpg",TRUE,"Montreal"
"58",98,3,2023,"Maureen Murphy","Maureen","Murphy","R","1999-12-15",NA,"F","Buffalo, NY","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/98.jpg",TRUE,"Montreal"
"59",158,3,2023,"Sarah Lefort","Sarah","Lefort","L","1994-02-09",NA,"F","Ormstown, QC","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/158.jpg",TRUE,"Montreal"
